code;position1;position2;position34;position8;description;JSON
650609.2;6;5;Colonne lombaire;2;Luxation [subluxation] sans atteinte médullaire facette articulaire SAI;{ code : 650609.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire facette articulaire SAI},
650610.2;6;5;Colonne lombaire;2;Luxation [subluxation] sans atteinte médullaire facette articulaire unilatérale;{ code : 650610.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Luxation [subluxation] sans atteinte médullaire facette articulaire unilatérale},
650612.3;6;5;Colonne lombaire;3;Luxation [subluxation] sans atteinte médullaire facette articulaire bilatérale;{ code : 650612.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Luxation [subluxation] sans atteinte médullaire facette articulaire bilatérale},
650616.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire SAI;{ code : 650616.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire SAI},
650617.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire fractures multiples d'une même vertèbre;{ code : 650617.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire fractures multiples d'une même vertèbre},
650618.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire apophyse épineuse;{ code : 650618.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire apophyse épineuse},
650620.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire apophyse transverse;{ code : 650620.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire apophyse transverse},
650622.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire facette articulaire;{ code : 650622.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire facette articulaire},
650622.3;6;5;Colonne lombaire;3;Fracture avec ou sans luxation, mais sans atteinte médullaire lame;{ code : 650622.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Fracture avec ou sans luxation, mais sans atteinte médullaire lame},
650624.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire lamina;{ code : 650624.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire lamina},
650624.3;6;5;Colonne lombaire;3;Fracture avec ou sans luxation, mais sans atteinte médullaire corps vertébral SAI [fracture éclatement];{ code : 650624.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Fracture avec ou sans luxation, mais sans atteinte médullaire corps vertébral SAI [fracture éclatement]},
650626.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire pédicule;{ code : 650626.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire pédicule},
650626.3;6;5;Colonne lombaire;3;Fracture avec ou sans luxation, mais sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte > 20 % de la hauteur initiale);{ code : 650626.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Fracture avec ou sans luxation, mais sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte > 20 % de la hauteur initiale)},
650630.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire corps vertébral SAI [fracture éclatement];{ code : 650630.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire corps vertébral SAI [fracture éclatement]},
650632.2;6;5;Colonne lombaire;2;Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression mineure (perte ≤ 20 % de la hauteur antérieure);{ code : 650632.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression mineure (perte ≤ 20 % de la hauteur antérieure)},
650634.3;6;5;Colonne lombaire;3;Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte > 20 % de la hauteur antérieure);{ code : 650634.3, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 3, description : Fracture sans atteinte médullaire corps vertébral [fracture éclatement] compression majeure  (perte > 20 % de la hauteur antérieure)},
650699.2;6;5;Colonne lombaire;2;Lésion du disque SAI;{ code : 650699.2, position1 : 6, position2 : 5, position34 : Colonne lombaire, position8 : 2, description : Lésion du disque SAI},
700099.9;7;0;SAI;9;Lésions du membre supérieur entier SAI;{ code : 700099.9, position1 : 7, position2 : 0, position34 : SAI, position8 : 9, description : Lésions du membre supérieur entier SAI},
700999.9;7;0;Décès;9;Décès causé par une lésion du membre supérieur, sans autre examen ou autopsie confirmant des lésions précises;{ code : 700999.9, position1 : 7, position2 : 0, position34 : Décès, position8 : 9, description : Décès causé par une lésion du membre supérieur, sans autre examen ou autopsie confirmant des lésions précises},
710099.1;7;1;Peau;1;Peau / sous-cutané / muscle SAI;{ code : 710099.1, position1 : 7, position2 : 1, position34 : Peau, position8 : 1, description : Peau / sous-cutané / muscle SAI},
710202.1;7;1;Dermabrasion;1;Peau / sous-cutané / muscle abrasion;{ code : 710202.1, position1 : 7, position2 : 1, position34 : Dermabrasion, position8 : 1, description : Peau / sous-cutané / muscle abrasion},
710402.1;7;1;Contusion;1;"Peau / sous-cutané / muscle contusion; hématome";"{ code : 710402.1, position1 : 7, position2 : 1, position34 : Contusion, position8 : 1, description : Peau / sous-cutané / muscle contusion; hématome},"
710600.1;7;1;Plaie;1;Peau / sous-cutané / muscle lacération SAI;{ code : 710600.1, position1 : 7, position2 : 1, position34 : Plaie, position8 : 1, description : Peau / sous-cutané / muscle lacération SAI},
710602.1;7;1;Plaie;1;"Peau / sous-cutané / muscle lacération mineure; superficielle";"{ code : 710602.1, position1 : 7, position2 : 1, position34 : Plaie, position8 : 1, description : Peau / sous-cutané / muscle lacération mineure; superficielle},"
710604.2;7;1;Plaie;2;"Peau / sous-cutané / muscle lacération majeure; > 10 cm de long pour la main ou > 20 cm pour le membre entier et avec atteinte du tissu sous-cutané";"{ code : 710604.2, position1 : 7, position2 : 1, position34 : Plaie, position8 : 2, description : Peau / sous-cutané / muscle lacération majeure; > 10 cm de long pour la main ou > 20 cm pour le membre entier et avec atteinte du tissu sous-cutané},"
710606.3;7;1;Plaie;3;Peau / sous-cutané / muscle lacération perte de sang > 20 % du volume;{ code : 710606.3, position1 : 7, position2 : 1, position34 : Plaie, position8 : 3, description : Peau / sous-cutané / muscle lacération perte de sang > 20 % du volume},
710800.1;7;1;Arrachement;1;Peau / sous-cutané / muscle avulsion SAI;{ code : 710800.1, position1 : 7, position2 : 1, position34 : Arrachement, position8 : 1, description : Peau / sous-cutané / muscle avulsion SAI},
710802.1;7;1;Arrachement;1;"Peau / sous-cutané / muscle avulsion mineure; superficielle; ≤ 25 cm² pour la main ou ≤ 100 cm² pour le membre entier)";"{ code : 710802.1, position1 : 7, position2 : 1, position34 : Arrachement, position8 : 1, description : Peau / sous-cutané / muscle avulsion mineure; superficielle; ≤ 25 cm² pour la main ou ≤ 100 cm² pour le membre entier)},"
710804.2;7;1;Arrachement;2;"Peau / sous-cutané / muscle avulsion majeure; perte de tissus; > 25 cm² pour la main ou > 100 cm² pour le membre entier";"{ code : 710804.2, position1 : 7, position2 : 1, position34 : Arrachement, position8 : 2, description : Peau / sous-cutané / muscle avulsion majeure; perte de tissus; > 25 cm² pour la main ou > 100 cm² pour le membre entier},"
710806.3;7;1;Arrachement;3;Peau / sous-cutané / muscle avulsion perte de sang > 20 % du volume;{ code : 710806.3, position1 : 7, position2 : 1, position34 : Arrachement, position8 : 3, description : Peau / sous-cutané / muscle avulsion perte de sang > 20 % du volume},
711000.3;7;1;Amputation;3;Amputation [traumatique], partielle ou complète entre l'épaule et la main, mais SAI sur le site anatomique précis;{ code : 711000.3, position1 : 7, position2 : 1, position34 : Amputation, position8 : 3, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, mais SAI sur le site anatomique précis},
711001.4;7;1;Amputation;4;Amputation [traumatique], partielle ou complète entre l'épaule et la main, à l'épaule;{ code : 711001.4, position1 : 7, position2 : 1, position34 : Amputation, position8 : 4, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, à l'épaule},
711002.4;7;1;Amputation;4;Amputation [traumatique], partielle ou complète entre l'épaule et la main, au coude, ou au-dessus du coude, en-dessous de l'épaule;{ code : 711002.4, position1 : 7, position2 : 1, position34 : Amputation, position8 : 4, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, au coude, ou au-dessus du coude, en-dessous de l'épaule},
711003.3;7;1;Amputation;3;Amputation [traumatique], partielle ou complète entre l'épaule et la main, en dessous du coude, au poignet ou au-dessus du poignet;{ code : 711003.3, position1 : 7, position2 : 1, position34 : Amputation, position8 : 3, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, en dessous du coude, au poignet ou au-dessus du poignet},
711004.2;7;1;Amputation;2;Amputation [traumatique], partielle ou complète entre l'épaule et la main, main, partielle ou complète;{ code : 711004.2, position1 : 7, position2 : 1, position34 : Amputation, position8 : 2, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, main, partielle ou complète},
711005.2;7;1;Amputation;2;Amputation [traumatique], partielle ou complète entre l'épaule et la main, pouce;{ code : 711005.2, position1 : 7, position2 : 1, position34 : Amputation, position8 : 2, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, pouce},
711006.1;7;1;Amputation;1;Amputation [traumatique], partielle ou complète entre l'épaule et la main, autre doigt, un ou plusieurs;{ code : 711006.1, position1 : 7, position2 : 1, position34 : Amputation, position8 : 1, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, autre doigt, un ou plusieurs},
711010.5;7;1;Amputation;5;Amputation [traumatique], partielle ou complète entre l'épaule et la main, à l'épaule bilatérale;{ code : 711010.5, position1 : 7, position2 : 1, position34 : Amputation, position8 : 5, description : Amputation [traumatique], partielle ou complète entre l'épaule et la main, à l'épaule bilatérale},
711012.5;7;1;Amputation;5;Amputation [traumatique], partielle ou complète, entre l'épaule et la main, au coude, ou au-dessus du coude, en dessous de l'épaule bilatérale;{ code : 711012.5, position1 : 7, position2 : 1, position34 : Amputation, position8 : 5, description : Amputation [traumatique], partielle ou complète, entre l'épaule et la main, au coude, ou au-dessus du coude, en dessous de l'épaule bilatérale},
